0,1,2,3
-1.4833848382777257,0.5646113286894202,-0.2906950148233148,0.3696244455966851
-1.4833848382777257,0.5646113286894202,-0.2906950148233148,-0.34114291458628354
-0.2867030187181146,-1.2867738248941505,1.5999645740141577,0.05700536243439848
-0.2867030187181146,-1.2867738248941505,1.5999645740141577,0.40935459092859644
-0.2867030187181146,-1.2867738248941505,1.5999645740141577,-0.38179045226156044
1.3088727406947003,-1.2023337488562502,-1.150085737022166,0.5458343441646826
1.3088727406947003,-1.2023337488562502,0.3280663051598581,0.5458343441646826
1.3088727406947003,-1.2023337488562502,1.3593351717984794,0.5458343441646826
1.3088727406947003,-1.2023337488562502,-1.150085737022166,1.0333930903426145
1.3088727406947003,-1.2023337488562502,0.3280663051598581,1.0333930903426145
1.3088727406947003,-1.2023337488562502,1.3593351717984794,1.0333930903426145
-0.8850439284979201,1.4618444724462096,-1.35633951034989,-0.6217944030143677
-1.3504201916599912,-0.03789467559286122,0.46556882071167427,-1.1988341869913468
-1.3504201916599912,-0.03789467559286122,-1.0813344792462578,-1.1988341869913468
-1.3504201916599912,-0.03789467559286122,0.46556882071167427,1.1693788630861193
-1.3504201916599912,-0.03789467559286122,-1.0813344792462578,1.1693788630861193
-1.3504201916599912,-0.03789467559286122,0.46556882071167427,-0.3398726790339311
-1.3504201916599912,-0.03789467559286122,-1.0813344792462578,-0.3398726790339311
-1.1509732217333892,-0.9322506019439147,1.2905839140225714,0.6238126933507608
1.3753550640035674,-1.4782964269890027,1.6687158317900659,-1.6695270277797107
1.3753550640035674,-1.4782964269890027,1.0843301406948471,-1.6695270277797107
1.3753550640035674,-1.4782964269890027,1.6687158317900659,-1.2270616437102893
1.3753550640035674,-1.4782964269890027,1.0843301406948471,-1.2270616437102893
0.9099788008414965,-0.5302741412005281,1.4968376873502955,-1.1884605966471355
0.17867324444395638,1.060910481777365,0.8437007384791687,1.6695693961457776
0.17867324444395638,1.060910481777365,0.8437007384791687,-0.9566426083428216
1.242390417385833,-1.2495784926344926,1.3593351717984794,1.1403751513074059
1.242390417385833,-1.2495784926344926,-0.9094563348064876,1.1403751513074059
